"PostalCode","City","StateProvince","Country","YearlyIncome","Gender","Education","MaritalStatus","TotalChildren"
"83807","Santa Anita","DF","Mexico","$70K - $90K","M","Partial College","M",4
"52083","N. Vancouver","BC","Canada","$90K - $110K","F","High School Degree","S",1
"34764","Kirkland","WA","USA","$130K - $150K","M","High School Degree","S",5
"41910","San Carlos","CA","USA","$50K - $70K","F","Partial High School","S",3
"89751","Sedro Wooley","WA","USA","$90K - $110K","F","Bachelors Degree","S",1
"89350","Metchosin","BC","Canada","$10K - $30K","M","Partial College","S",3
"77062","Cliffside","BC","Canada","$110K - $130K","F","Partial High School","M",0
"16531","Richmond","BC","Canada","$130K - $150K","M","High School Degree","M",3
"95695","Ladner","BC","Canada","$70K - $90K","M","Bachelors Degree","M",4
"13262","Concord","CA","USA","$30K - $50K","F","Graduate Degree","S",3
"20360","Arcadia","CA","USA","$30K - $50K","M","Bachelors Degree","S",1
"90151","Lebanon","OR","USA","$130K - $150K","F","Partial College","M",4
"75347","Santa Cruz","CA","USA","$130K - $150K","M","Partial High School","M",3
"12301","Orizaba","Veracruz","Mexico","$90K - $110K","M","Bachelors Degree","M",2
"62658","Burnaby","BC","Canada","$130K - $150K","M","Graduate Degree","S",4
"64773","Lincoln Acres","CA","USA","$150K +","F","High School Degree","S",4
"81291","Lemon Grove","CA","USA","$50K - $70K","M","Graduate Degree","M",4
"96398","Tlaxiaco","Oaxaca","Mexico","$50K - $70K","M","Partial College","S",4
"52787","Metchosin","BC","Canada","$110K - $130K","M","High School Degree","S",2
"86224","Olympia","WA","USA","$10K - $30K","M","High School Degree","M",2
"87752","San Andres","DF","Mexico","$70K - $90K","M","Graduate Degree","S",0
"83743","Altadena","CA","USA","$130K - $150K","M","High School Degree","S",5
"95084","Issaquah","WA","USA","$130K - $150K","M","Partial College","S",0
"60846","Berkeley","CA","USA","$50K - $70K","F","High School Degree","M",2
"14719","Bellingham","WA","USA","$130K - $150K","F","Bachelors Degree","M",1
"64675","Woodland Hills","CA","USA","$90K - $110K","M","High School Degree","M",1
"35467","Edmonds","WA","USA","$50K - $70K","F","Bachelors Degree","S",4
"20663","Arcadia","CA","USA","$50K - $70K","M","Partial High School","M",1
"56616","Richmond","CA","USA","$30K - $50K","M","High School Degree","S",1
"79742","Burien","WA","USA","$50K - $70K","F","High School Degree","S",3
"10089","Issaquah","WA","USA","$70K - $90K","F","Graduate Degree","S",4
"99314","Langley","BC","Canada","$70K - $90K","F","High School Degree","M",3
"65976","Guadalajara","Jalisco","Mexico","$70K - $90K","F","Partial College","S",2
"48657","Bellingham","WA","USA","$110K - $130K","M","Bachelors Degree","M",3
"82094","Tlaxiaco","Oaxaca","Mexico","$30K - $50K","F","Bachelors Degree","S",3
"46453","Beaverton","OR","USA","$110K - $130K","F","High School Degree","S",3
"42443","Richmond","BC","Canada","$130K - $150K","M","Partial College","M",1
"90954","Richmond","BC","Canada","$130K - $150K","F","Partial College","M",2
"56716","Bremerton","WA","USA","$50K - $70K","M","Bachelors Degree","S",2
"10589","San Jose","CA","USA","$130K - $150K","M","Bachelors Degree","S",4
"15219","N. Vancouver","BC","Canada","$90K - $110K","M","High School Degree","M",0
"34253","Langford","BC","Canada","$90K - $110K","F","Bachelors Degree","S",1
"50453","Imperial Beach","CA","USA","$50K - $70K","M","Graduate Degree","S",2
"89240","La Mesa","CA","USA","$70K - $90K","M","Partial High School","M",3
"52486","Coronado","CA","USA","$50K - $70K","M","Bachelors Degree","M",3
"76551","Long Beach","CA","USA","$70K - $90K","F","Bachelors Degree","M",3
"78665","Cliffside","BC","Canada","$90K - $110K","M","Partial College","M",5
"95184","Shawnee","BC","Canada","$130K - $150K","M","Bachelors Degree","S",2
"63461","Langley","BC","Canada","$150K +","M","Partial College","M",1
"91231","West Covina","CA","USA","$50K - $70K","F","Partial College","S",4
"98377","Palo Alto","CA","USA","$90K - $110K","M","Partial High School","M",1
"47219","Port Orchard","WA","USA","$50K - $70K","F","High School Degree","S",1
"20527","Sooke","BC","Canada","$110K - $130K","M","High School Degree","M",3
"34530","Royal Oak","BC","Canada","$50K - $70K","M","Bachelors Degree","M",2
"72998","Spokane","WA","USA","$110K - $130K","M","High School Degree","M",1
"26871","Issaquah","WA","USA","$90K - $110K","M","High School Degree","S",3
"57794","Corvalis","OR","USA","$110K - $130K","F","Partial College","M",4
"76828","Lynnwood","WA","USA","$110K - $130K","F","Bachelors Degree","M",3
"47620","Ladner","BC","Canada","$70K - $90K","F","Partial College","M",2
"32816","Lake Oswego","OR","USA","$70K - $90K","M","Partial College","S",2
"68769","Long Beach","CA","USA","$70K - $90K","M","Bachelors Degree","S",0
"20126","Spokane","WA","USA","$70K - $90K","F","Partial College","M",4
"22241","Fremont","CA","USA","$90K - $110K","F","Partial High School","S",5
"38760","Berkeley","CA","USA","$130K - $150K","F","Graduate Degree","M",2
"70362","Glendale","CA","USA","$150K +","M","Partial College","M",3
"36132","Ballard","WA","USA","$90K - $110K","F","Partial High School","M",5
"69569","Sedro Wooley","WA","USA","$90K - $110K","M","Partial College","S",1
"90718","Pomona","CA","USA","$110K - $130K","F","High School Degree","M",1
"78429","Redwood City","CA","USA","$70K - $90K","M","Bachelors Degree","S",3
"44191","West Covina","CA","USA","$130K - $150K","F","Partial College","S",2
"97063","Langford","BC","Canada","$110K - $130K","F","Partial College","M",3
"26942","San Gabriel","CA","USA","$50K - $70K","M","High School Degree","M",2
"21728","Puyallup","WA","USA","$30K - $50K","F","High School Degree","M",3
"18812","Tixapan","DF","Mexico","$130K - $150K","F","High School Degree","S",3
"40082","Lynnwood","WA","USA","$130K - $150K","F","Graduate Degree","M",2
"39961","Newport Beach","CA","USA","$150K +","F","High School Degree","S",3
"90318","Port Hammon","BC","Canada","$150K +","F","Partial College","M",2
"92433","Redwood City","CA","USA","$10K - $30K","M","Graduate Degree","M",1
"82659","Beverly Hills","CA","USA","$50K - $70K","F","Partial College","S",1
"50936","Milwaukie","OR","USA","$70K - $90K","F","Bachelors Degree","M",2
"78416","Lebanon","OR","USA","$90K - $110K","F","Bachelors Degree","M",4
"12855","Burbank","CA","USA","$110K - $130K","M","Bachelors Degree","S",5
"34404","Richmond","BC","Canada","$50K - $70K","F","Graduate Degree","M",3
"34004","Vancouver","BC","Canada","$110K - $130K","M","Partial College","S",4
"21715","Vancouver","BC","Canada","$70K - $90K","F","Partial College","S",1
"60183","Royal Oak","BC","Canada","$130K - $150K","F","Partial College","M",3
"40349","Woodland Hills","CA","USA","$110K - $130K","F","Graduate Degree","S",2
"44979","Lemon Grove","CA","USA","$50K - $70K","F","Bachelors Degree","S",4
"64013","Grossmont","CA","USA","$30K - $50K","F","High School Degree","M",1
"34805","Mill Valley","CA","USA","$130K - $150K","F","Bachelors Degree","S",3
"20001","Richmond","CA","USA","$30K - $50K","M","High School Degree","S",0
"55954","Seattle","WA","USA","$50K - $70K","M","High School Degree","S",1
"73112","Royal Oak","BC","Canada","$90K - $110K","F","Partial High School","S",3
"94262","Beverly Hills","CA","USA","$70K - $90K","F","High School Degree","S",0
"25945","Santa Monica","CA","USA","$110K - $130K","M","Bachelors Degree","S",5
"93221","Mill Valley","CA","USA","$110K - $130K","M","Graduate Degree","M",0
"49609","Guadalajara","Jalisco","Mexico","$50K - $70K","F","Partial College","S",5
"81142","Haney","BC","Canada","$70K - $90K","M","High School Degree","S",4
"29984","Sooke","BC","Canada","$30K - $50K","M","Bachelors Degree","M",1
"32922","Redwood City","CA","USA","$90K - $110K","M","Bachelors Degree","M",4
"17295","San Carlos","CA","USA","$30K - $50K","F","High School Degree","M",5
"55763","Daly City","CA","USA","$90K - $110K","M","Bachelors Degree","S",1
"96362","Renton","WA","USA","$70K - $90K","F","Graduate Degree","M",0
"40559","Arcadia","CA","USA","$150K +","F","Partial College","M",1
"59593","Lebanon","OR","USA","$10K - $30K","F","Bachelors Degree","S",1
"30385","Burnaby","BC","Canada","$130K - $150K","M","High School Degree","S",2
"15580","West Covina","CA","USA","$10K - $30K","F","High School Degree","S",3
"51533","San Carlos","CA","USA","$130K - $150K","M","Graduate Degree","S",3
"28912","Tacoma","WA","USA","$10K - $30K","M","Bachelors Degree","S",2
"21525","La Jolla","CA","USA","$30K - $50K","M","Bachelors Degree","S",3
"62508","Arcadia","CA","USA","$90K - $110K","M","Bachelors Degree","S",0
"45189","El Cajon","CA","USA","$130K - $150K","F","Partial High School","M",0
"43052","Port Orchard","WA","USA","$150K +","F","Partial College","S",4
"25854","Vancouver","BC","Canada","$90K - $110K","M","Bachelors Degree","M",4
"25454","La Cruz","Sinaloa","Mexico","$150K +","M","Bachelors Degree","S",1
"13165","Acapulco","Guerrero","Mexico","$150K +","F","High School Degree","M",5
"77925","Torrance","CA","USA","$70K - $90K","F","Partial High School","S",5
"31798","Ballard","WA","USA","$50K - $70K","M","Graduate Degree","M",2
"36428","Port Orchard","WA","USA","$30K - $50K","F","High School Degree","M",3
"55462","Los Angeles","CA","USA","$10K - $30K","F","High School Degree","M",1
"52547","Orizaba","Veracruz","Mexico","$90K - $110K","F","High School Degree","M",2
"37742","Royal Oak","BC","Canada","$110K - $130K","F","High School Degree","S",0
"73695","Tacoma","WA","USA","$90K - $110K","M","Bachelors Degree","M",5
"25053","Spring Valley","CA","USA","$130K - $150K","M","High School Degree","S",2
"27168","Corvalis","OR","USA","$90K - $110K","F","Graduate Degree","M",4
"17394","Lebanon","OR","USA","$30K - $50K","F","Bachelors Degree","S",0
"84670","Woodland Hills","CA","USA","$50K - $70K","M","Partial College","S",2
"67351","Camacho","Zacatecas","Mexico","$90K - $110K","M","Partial College","S",0
"74496","Altadena","CA","USA","$50K - $70K","M","Bachelors Degree","S",3
"66814","Spokane","WA","USA","$110K - $130K","F","Partial College","S",1
"66413","Mexico City","Mexico","Mexico","$30K - $50K","M","Partial College","M",1
"54125","Mexico City","Mexico","Mexico","$110K - $130K","F","Partial High School","M",0
"92593","Ladner","BC","Canada","$70K - $90K","M","Graduate Degree","M",2
"72758","Newport Beach","CA","USA","$30K - $50K","F","High School Degree","S",0
"77388","National City","CA","USA","$130K - $150K","F","High School Degree","M",4
"96422","Imperial Beach","CA","USA","$110K - $130K","F","High School Degree","S",2
"67214","Fremont","CA","USA","$90K - $110K","M","Bachelors Degree","S",1
"52410","Los Angeles","CA","USA","$70K - $90K","M","Partial College","S",5
"88363","Langley","BC","Canada","$50K - $70K","F","Partial College","M",2
"39721","Glendale","CA","USA","$90K - $110K","M","Partial High School","S",4
"41836","Everett","WA","USA","$10K - $30K","F","Partial College","S",4
"58354","Grossmont","CA","USA","$50K - $70K","M","Partial College","M",5
"26631","Richmond","CA","USA","$70K - $90K","F","Bachelors Degree","M",1
"82019","Santa Fe","DF","Mexico","$110K - $130K","F","High School Degree","S",3
"16457","Richmond","BC","Canada","$30K - $50K","M","Partial College","S",4
"62684","Port Hammon","BC","Canada","$70K - $90K","F","Partial High School","M",1
"62283","Novato","CA","USA","$130K - $150K","F","Bachelors Degree","S",1
"49994","Chula Vista","CA","USA","$110K - $130K","F","Graduate Degree","S",3
"15756","Acapulco","Guerrero","Mexico","$30K - $50K","F","Bachelors Degree","S",4
"68628","Corvalis","OR","USA","$130K - $150K","F","High School Degree","S",4
"99550","Ballard","WA","USA","$90K - $110K","F","Graduate Degree","S",1
"89376","Burien","WA","USA","$70K - $90K","M","Partial College","M",2
"74572","Lakewood","CA","USA","$50K - $70K","M","Partial High School","M",4
"11526","Santa Cruz","CA","USA","$30K - $50K","M","Partial High School","S",1
"61883","Anacortes","WA","USA","$70K - $90K","F","Graduate Degree","S",1
"63998","Merida","Yucatan","Mexico","$70K - $90K","F","Partial High School","S",5
"54224","Acapulco","Guerrero","Mexico","$110K - $130K","F","Bachelors Degree","S",4
"22501","Concord","CA","USA","$130K - $150K","F","Partial College","M",3
"51812","La Mesa","CA","USA","$30K - $50K","F","High School Degree","S",4
"38619","Lebanon","OR","USA","$90K - $110K","M","High School Degree","M",4
"60168","Santa Anita","DF","Mexico","$30K - $50K","M","High School Degree","M",0
"51694","Orizaba","Veracruz","Mexico","$50K - $70K","F","Bachelors Degree","S",3
"39405","Salem","OR","USA","$30K - $50K","F","Partial College","S",4
"51662","Lincoln Acres","CA","USA","$90K - $110K","F","High School Degree","M",4
"58038","San Carlos","CA","USA","$150K +","M","Partial College","S",2
"62669","Sooke","BC","Canada","$110K - $130K","M","Partial High School","S",4
"81703","San Andres","DF","Mexico","$90K - $110K","M","Partial College","M",4
"52495","Redmond","WA","USA","$70K - $90K","F","Graduate Degree","M",2
"37690","El Cajon","CA","USA","$50K - $70K","M","High School Degree","M",4
"99936","Santa Anita","DF","Mexico","$30K - $50K","M","Partial High School","S",4
"25001","San Jose","CA","USA","$70K - $90K","F","Bachelors Degree","S",3
"27116","Langley","BC","Canada","$70K - $90K","M","Bachelors Degree","M",5
"43635","Ladner","BC","Canada","$110K - $130K","M","Graduate Degree","S",4
"11911","Olympia","WA","USA","$130K - $150K","F","Bachelors Degree","M",1
"93591","Arcadia","CA","USA","$30K - $50K","F","Graduate Degree","S",1
"17372","Colma","CA","USA","$90K - $110K","F","Partial College","S",4
"49579","Oregon City","OR","USA","$50K - $70K","M","High School Degree","M",2
"73856","Shawnee","BC","Canada","$110K - $130K","F","Partial College","S",4
"87859","Shawnee","BC","Canada","$50K - $70K","F","High School Degree","M",4
"27328","Burnaby","BC","Canada","$110K - $130K","M","High School Degree","S",3
"80200","Merida","Yucatan","Mexico","$110K - $130K","F","Partial High School","S",0
"12124","Guadalajara","Jalisco","Mexico","$30K - $50K","F","High School Degree","M",2
"31157","National City","CA","USA","$30K - $50K","F","High School Degree","M",1
"19502","Tlaxiaco","Oaxaca","Mexico","$130K - $150K","F","High School Degree","M",1
"86144","San Andres","DF","Mexico","$130K - $150K","F","High School Degree","M",1
"23098","Richmond","BC","Canada","$130K - $150K","M","Bachelors Degree","M",4
"73455","Issaquah","WA","USA","$130K - $150K","M","High School Degree","S",3
"75570","Bremerton","WA","USA","$150K +","F","Partial High School","M",4
"92089","Bellingham","WA","USA","$130K - $150K","F","Graduate Degree","S",0
"60365","West Covina","CA","USA","$150K +","F","Partial College","S",3
"16754","Hidalgo","Zacatecas","Mexico","$90K - $110K","M","Partial College","S",1
"50191","Puyallup","WA","USA","$110K - $130K","M","Bachelors Degree","M",2
"71741","Imperial Beach","CA","USA","$50K - $70K","F","Partial College","M",2
"26590","Oakland","CA","USA","$50K - $70K","F","Bachelors Degree","M",0
"91350","Burbank","CA","USA","$110K - $130K","M","Graduate Degree","S",2
"45223","Newton","BC","Canada","$110K - $130K","M","Partial High School","S",5
"49854","San Carlos","CA","USA","$30K - $50K","F","Partial High School","S",4
"68888","Bellingham","WA","USA","$30K - $50K","M","Graduate Degree","S",1
"65972","Oak Bay","BC","Canada","$130K - $150K","M","Bachelors Degree","M",1
"51168","Beaverton","OR","USA","$130K - $150K","M","Partial College","M",3
"87121","Arcadia","CA","USA","$150K +","M","Partial College","M",1
"38478","Cliffside","BC","Canada","$150K +","M","Graduate Degree","M",3
"40593","Altadena","CA","USA","$10K - $30K","M","High School Degree","S",3
"30820","Burbank","CA","USA","$50K - $70K","F","Partial High School","M",3
"98096","Albany","OR","USA","$70K - $90K","M","Bachelors Degree","S",0
"80776","San Diego","CA","USA","$10K - $30K","F","Partial College","S",3
"15215","N. Vancouver","BC","Canada","$30K - $50K","M","Bachelors Degree","S",4
"36764","Hidalgo","Zacatecas","Mexico","$110K - $130K","M","Partial High School","S",1
"36364","Long Beach","CA","USA","$30K - $50K","F","Bachelors Degree","S",1
"75334","Long Beach","CA","USA","$130K - $150K","F","Graduate Degree","M",3
"14803","Richmond","CA","USA","$50K - $70K","F","Bachelors Degree","S",3
"93968","Shawnee","BC","Canada","$30K - $50K","F","Partial High School","S",4
"98598","Bellflower","CA","USA","$10K - $30K","M","Graduate Degree","S",1
"18633","Metchosin","BC","Canada","$150K +","F","Graduate Degree","S",4
"88424","Grossmont","CA","USA","$110K - $130K","M","High School Degree","M",2
"73620","Imperial Beach","CA","USA","$150K +","F","Graduate Degree","M",4
"10574","Shawnee","BC","Canada","$110K - $130K","F","Bachelors Degree","M",5
"60930","Oakland","CA","USA","$150K +","M","Bachelors Degree","S",1
"63045","Burnaby","BC","Canada","$130K - $150K","M","Graduate Degree","S",4
"79564","Langley","BC","Canada","$30K - $50K","F","High School Degree","M",3
"47841","Edmonds","WA","USA","$30K - $50K","F","Partial College","S",2
"42294","Santa Monica","CA","USA","$110K - $130K","M","Partial High School","M",4
"37667","Tlaxiaco","Oaxaca","Mexico","$130K - $150K","F","Bachelors Degree","S",3
"85508","Oakland","CA","USA","$70K - $90K","F","High School Degree","S",4
"58815","Richmond","BC","Canada","$130K - $150K","F","Partial College","S",1
"72819","Cliffside","BC","Canada","$110K - $130K","F","High School Degree","S",3
"45044","Yakima","WA","USA","$30K - $50K","F","Bachelors Degree","M",3
"57376","Salem","OR","USA","$10K - $30K","M","Partial High School","S",1
"88298","Mexico City","Mexico","Mexico","$70K - $90K","M","Bachelors Degree","S",3
"83334","San Diego","CA","USA","$70K - $90K","M","Partial High School","M",3
"78124","Camacho","Zacatecas","Mexico","$30K - $50K","F","High School Degree","M",4
"63320","Metchosin","BC","Canada","$70K - $90K","F","High School Degree","S",4
"99273","Spokane","WA","USA","$30K - $50K","M","Bachelors Degree","M",2
"50631","Redmond","WA","USA","$70K - $90K","F","Graduate Degree","S",0
"52746","Burien","WA","USA","$50K - $70K","M","Partial College","M",4
"11249","Langley","BC","Canada","$150K +","F","Partial College","S",0
"92928","Newport Beach","CA","USA","$130K - $150K","F","Bachelors Degree","M",0
"27367","Edmonds","WA","USA","$10K - $30K","F","Partial College","S",3
"48916","La Mesa","CA","USA","$90K - $110K","M","Partial College","M",3
"48516","Richmond","CA","USA","$10K - $30K","M","High School Degree","M",3
"36227","Fremont","CA","USA","$110K - $130K","M","Partial High School","M",2
"19894","Issaquah","WA","USA","$30K - $50K","M","High School Degree","M",2
"65414","Westminster","BC","Canada","$10K - $30K","M","High School Degree","S",4
"11171","Palo Alto","CA","USA","$110K - $130K","M","High School Degree","M",4
"30205","Lynnwood","WA","USA","$110K - $130K","F","Bachelors Degree","M",3
"27289","Newton","BC","Canada","$30K - $50K","F","Bachelors Degree","M",3
"12485","Lake Oswego","OR","USA","$70K - $90K","M","Partial College","S",2
"48438","Beverly Hills","CA","USA","$30K - $50K","M","Partial High School","S",1
"98795","Spokane","WA","USA","$70K - $90K","M","High School Degree","S",2
"19114","Beverly Hills","CA","USA","$70K - $90K","F","Bachelors Degree","M",2
"91136","Altadena","CA","USA","$150K +","M","Partial College","S",5
"59413","San Jose","CA","USA","$10K - $30K","F","Partial College","S",2
"42093","Guadalajara","Jalisco","Mexico","$70K - $90K","M","Partial College","S",0
"49239","Langley","BC","Canada","$110K - $130K","M","Bachelors Degree","S",1
"97080","Portland","OR","USA","$30K - $50K","F","Partial College","M",5
"96680","Concord","CA","USA","$90K - $110K","F","High School Degree","M",1
"84391","Redwood City","CA","USA","$30K - $50K","M","Bachelors Degree","S",3
"23860","Colma","CA","USA","$130K - $150K","F","Bachelors Degree","S",2
"20919","Langford","BC","Canada","$70K - $90K","F","Partial College","M",2
"25549","San Gabriel","CA","USA","$50K - $70K","M","Partial College","M",1
"44583","Torrance","CA","USA","$30K - $50K","F","High School Degree","M",4
"15375","Bellingham","WA","USA","$90K - $110K","F","High School Degree","S",2
"99570","National City","CA","USA","$90K - $110K","F","Bachelors Degree","M",1
"36524","Sooke","BC","Canada","$50K - $70K","F","Partial High School","S",4
"86880","Pomona","CA","USA","$90K - $110K","F","High School Degree","S",1
"88995","Spokane","WA","USA","$110K - $130K","F","Bachelors Degree","M",1
"65154","Yakima","WA","USA","$150K +","M","Bachelors Degree","S",3
"73791","Tixapan","DF","Mexico","$10K - $30K","M","High School Degree","S",4
"30179","Renton","WA","USA","$50K - $70K","M","Partial High School","M",1
"63617","Glendale","CA","USA","$110K - $130K","F","Partial High School","M",1
"85166","Pomona","CA","USA","$30K - $50K","M","Graduate Degree","S",0
"84766","Victoria","BC","Canada","$90K - $110K","F","Bachelors Degree","M",3
"72477","Olympia","WA","USA","$70K - $90K","M","Partial High School","M",3
"38238","Royal Oak","BC","Canada","$130K - $150K","M","Bachelors Degree","M",0
"43371","Beverly Hills","CA","USA","$90K - $110K","M","Partial College","M",4
"74293","Shawnee","BC","Canada","$50K - $70K","M","High School Degree","M",3
"93327","Daly City","CA","USA","$50K - $70K","F","Graduate Degree","S",4
"49315","Ballard","WA","USA","$10K - $30K","F","Bachelors Degree","M",4
"85268","Los Angeles","CA","USA","$130K - $150K","F","Bachelors Degree","M",4
"36625","Burlingame","CA","USA","$10K - $30K","M","Bachelors Degree","S",1
"38740","Port Hammon","BC","Canada","$30K - $50K","M","Graduate Degree","S",4
"28967","Royal Oak","BC","Canada","$70K - $90K","F","High School Degree","M",3
"96243","Lincoln Acres","CA","USA","$90K - $110K","F","Partial College","S",2
"78923","Edmonds","WA","USA","$130K - $150K","M","Bachelors Degree","M",4
"13362","Berkeley","CA","USA","$50K - $70K","F","Bachelors Degree","M",3
"34911","Richmond","CA","USA","$70K - $90K","F","High School Degree","S",3
"34511","Downey","CA","USA","$90K - $110K","F","Partial College","M",2
"22222","Downey","CA","USA","$90K - $110K","F","Partial College","S",2
"86982","Redwood City","CA","USA","$150K +","M","Graduate Degree","S",2
"40855","San Diego","CA","USA","$90K - $110K","M","High School Degree","S",1
"37701","Milwaukie","OR","USA","$50K - $70K","F","Bachelors Degree","S",2
"56735","Corvalis","OR","USA","$50K - $70K","M","Partial High School","M",3
"27527","Westminster","BC","Canada","$10K - $30K","M","High School Degree","S",4
"12723","Walla Walla","WA","USA","$10K - $30K","F","Partial College","S",4
"74968","Albany","OR","USA","$130K - $150K","M","High School Degree","S",4
"99033","Los Angeles","CA","USA","$10K - $30K","F","Partial High School","S",5
"21494","Downey","CA","USA","$30K - $50K","F","Bachelors Degree","M",2
"18667","West Covina","CA","USA","$90K - $110K","F","High School Degree","M",0
"85943","Woodland Hills","CA","USA","$90K - $110K","F","High School Degree","S",4
"68624","Acapulco","Guerrero","Mexico","$150K +","F","Partial College","S",4
"75769","National City","CA","USA","$50K - $70K","M","Partial High School","M",2
"24612","Redwood City","CA","USA","$150K +","F","High School Degree","S",2
"96918","Woodburn","OR","USA","$70K - $90K","F","High School Degree","M",3
"11922","Oregon City","OR","USA","$150K +","M","Bachelors Degree","M",2
"50391","Bellflower","CA","USA","$70K - $90K","M","High School Degree","M",1
"42644","N. Vancouver","BC","Canada","$50K - $70K","M","High School Degree","S",3
"61893","Lynnwood","WA","USA","$130K - $150K","F","Partial College","M",4
"80927","Sedro Wooley","WA","USA","$110K - $130K","F","Bachelors Degree","M",3
"51719","Sooke","BC","Canada","$90K - $110K","M","Bachelors Degree","M",3
"36915","Woodburn","OR","USA","$70K - $90K","M","Partial College","S",3
"72868","N. Vancouver","BC","Canada","$150K +","M","Graduate Degree","S",1
"24226","Acapulco","Guerrero","Mexico","$130K - $150K","F","Bachelors Degree","M",5
"26341","Edmonds","WA","USA","$10K - $30K","M","High School Degree","S",0
"42859","Puyallup","WA","USA","$50K - $70K","F","Partial High School","M",2
"11136","Metchosin","BC","Canada","$70K - $90K","M","Bachelors Degree","M",3
"66524","Woodburn","OR","USA","$150K +","F","Graduate Degree","M",3
"99961","Issaquah","WA","USA","$30K - $50K","F","High School Degree","M",0
"22512","Downey","CA","USA","$110K - $130K","M","High School Degree","M",4
"98224","Everett","WA","USA","$110K - $130K","M","Partial College","S",2
"74583","Ladner","BC","Canada","$30K - $50K","M","High School Degree","S",1
"28456","Tlaxiaco","Oaxaca","Mexico","$30K - $50K","F","High School Degree","S",2
"33086","Walla Walla","WA","USA","$110K - $130K","F","High School Degree","M",1
"45951","Camacho","Zacatecas","Mexico","$90K - $110K","F","High School Degree","M",2
"43035","Long Beach","CA","USA","$70K - $90K","M","Bachelors Degree","S",2
"28231","El Cajon","CA","USA","$50K - $70K","M","Bachelors Degree","M",1
"64184","Santa Anita","DF","Mexico","$70K - $90K","F","Partial High School","S",3
"15541","San Jose","CA","USA","$70K - $90K","F","High School Degree","M",1
"17656","Langley","BC","Canada","$70K - $90K","F","Bachelors Degree","M",5
"78834","Ladner","BC","Canada","$110K - $130K","F","High School Degree","M",1
"75159","Victoria","BC","Canada","$130K - $150K","F","Partial College","M",1
"57839","Arcadia","CA","USA","$70K - $90K","F","Partial College","S",3
"91277","Colma","CA","USA","$90K - $110K","M","Partial College","S",4
"13827","Woodburn","OR","USA","$30K - $50K","F","High School Degree","M",2
"13426","Burnaby","BC","Canada","$90K - $110K","F","Graduate Degree","M",2
"11384","Glendale","CA","USA","$130K - $150K","M","High School Degree","M",4
"39606","Palo Alto","CA","USA","$50K - $70K","M","Graduate Degree","S",1
"19771","Guadalajara","Jalisco","Mexico","$30K - $50K","M","Partial College","M",5
"24401","Pomona","CA","USA","$110K - $130K","M","Partial College","M",2
"43435","W. Linn","OR","USA","$90K - $110K","F","Bachelors Degree","S",4
"38905","Spokane","WA","USA","$70K - $90K","M","Partial College","M",1
"24100","Tacoma","WA","USA","$90K - $110K","F","Bachelors Degree","M",3
"60053","Oregon City","OR","USA","$70K - $90K","F","Bachelors Degree","M",5
"11411","Tixapan","DF","Mexico","$110K - $130K","M","High School Degree","M",4
"13526","Glendale","CA","USA","$70K - $90K","F","High School Degree","S",1
"30045","Lakewood","CA","USA","$110K - $130K","M","Graduate Degree","S",0
"97320","Concord","CA","USA","$130K - $150K","M","Partial High School","M",0
"53709","La Mesa","CA","USA","$90K - $110K","F","Partial College","S",0
"87146","Victoria","BC","Canada","$110K - $130K","M","Partial College","S",5
"35989","Chula Vista","CA","USA","$50K - $70K","M","Bachelors Degree","S",1
"92964","W. Linn","OR","USA","$110K - $130K","M","Graduate Degree","M",5
"23300","Milwaukie","OR","USA","$50K - $70K","M","Partial High School","M",0
"61768","San Gabriel","CA","USA","$110K - $130K","M","Partial College","M",0
"15641","Langley","BC","Canada","$110K - $130K","F","Partial High School","M",1
"46563","Lebanon","OR","USA","$30K - $50K","F","Partial College","M",1
"65597","Port Orchard","WA","USA","$30K - $50K","M","Graduate Degree","S",1
"36389","Port Hammon","BC","Canada","$130K - $150K","M","High School Degree","S",2
"20260","W. Linn","OR","USA","$30K - $50K","F","High School Degree","S",4
"56213","Altadena","CA","USA","$130K - $150K","M","Partial High School","S",4
"75714","Yakima","WA","USA","$30K - $50K","F","Graduate Degree","S",3
"96864","Anacortes","WA","USA","$50K - $70K","F","Bachelors Degree","M",1
"67188","Oak Bay","BC","Canada","$150K +","M","Bachelors Degree","M",1
"49869","Lake Oswego","OR","USA","$50K - $70K","F","Partial High School","M",0
"83306","Grossmont","CA","USA","$70K - $90K","F","Partial College","S",5
"58574","Burbank","CA","USA","$10K - $30K","F","Bachelors Degree","S",5
"54564","Port Orchard","WA","USA","$70K - $90K","M","Bachelors Degree","S",1
"92166","Bremerton","WA","USA","$10K - $30K","F","Partial College","M",0
"57928","Kirkland","WA","USA","$70K - $90K","M","Bachelors Degree","S",4
"11801","Hidalgo","Zacatecas","Mexico","$70K - $90K","F","Bachelors Degree","M",1
"16431","Edmonds","WA","USA","$30K - $50K","F","High School Degree","M",4
"35465","National City","CA","USA","$30K - $50K","F","Partial College","M",2
"32549","Lebanon","OR","USA","$150K +","F","High School Degree","M",3
"62545","Santa Cruz","CA","USA","$30K - $50K","F","Partial College","S",1
"98498","Orizaba","Veracruz","Mexico","$150K +","M","Bachelors Degree","M",1
"49856","Kirkland","WA","USA","$50K - $70K","M","Partial High School","S",2
"51971","Lincoln Acres","CA","USA","$10K - $30K","F","Bachelors Degree","M",3
